seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	23607103	23607237	135	*	X07420	114818	23608298	23931483	323186	+	1060	upstream	1060	KLHL29
chr2	25391566	25391655	90	*	X07426	5443	25383722	25391559	7838	-	6	upstream	6	POMC
chr2	27070571	27070690	120	*	X07430	56896	27070969	27173219	102251	+	278	upstream	278	DPYSL5
chr2	27346505	27346572	68	*	X07434	84696	27346657	27353680	7024	+	84	upstream	84	ABHD1
chr2	30452730	30452834	105	*	X07448	81606	30454397	30482899	28503	+	1562	upstream	1562	LBH
chr2	31457721	31457758	38	*	X07453	440854	31395922	31456724	60803	-	996	upstream	996	CAPN14
chr2	31805979	31806113	135	*	X07455	6716	31749656	31806040	56385	-	0	overlapStart	0	SRD5A2
chr2	31806324	31806428	105	*	X07456	6716	31749656	31806040	56385	-	283	upstream	283	SRD5A2
chr2	45168051	45168155	105	*	X07476	6496	45169037	45173216	4180	+	881	upstream	881	SIX3
chr2	45168597	45168632	36	*	X07477	6496	45169037	45173216	4180	+	404	upstream	404	SIX3
chr2	45168711	45168716	6	*	X07478	6496	45169037	45173216	4180	+	320	upstream	320	SIX3
chr2	45169092	45169181	90	*	X07479	6496	45169037	45173216	4180	+	0	inside	54	SIX3
chr2	45878599	45878823	225	*	X07491	5581	45879043	46415129	536087	+	219	upstream	219	PRKCE
chr2	45879124	45879258	135	*	X07492	5581	45879043	46415129	536087	+	0	inside	80	PRKCE
chr2	54952393	54952512	120	*	X07498	400954	54952149	55199156	247008	+	0	inside	243	EML6
chr2	63276202	63276306	105	*	X07508	100132215	63271100	63275656	4557	-	545	upstream	545	LOC100132215
chr2	63276202	63276306	105	*	X07508	5013	63277192	63284966	7775	+	885	upstream	885	OTX1
chr2	64881586	64881716	131	*	X07512	9792	64858755	64881046	22292	-	539	upstream	539	SERTAD2
chr2	65215159	65215278	120	*	X07515	6509	65215579	65251000	35422	+	300	upstream	300	SLC1A4
chr2	66660463	66660463	1	*	X07525	730198	66650475	66660602	10128	-	0	inside	138	MEIS1-AS3
chr2	68547124	68547228	105	*	X07540	25927	68511303	68547183	35881	-	0	overlapStart	0	CNRIP1
chr2	70780887	70780925	39	*	X07545	7039	70674412	70781147	106736	-	0	inside	221	TGFA
chr2	71017421	71017540	120	*	X07546	344018	71004442	71017775	13334	-	0	inside	234	FIGLA
chr2	71017811	71017819	9	*	X07547	344018	71004442	71017775	13334	-	35	upstream	35	FIGLA
chr2	71017867	71017930	64	*	X07548	344018	71004442	71017775	13334	-	91	upstream	91	FIGLA
chr2	71018740	71018859	120	*	X07549	344018	71004442	71017775	13334	-	964	upstream	964	FIGLA
chr2	71205555	71205689	135	*	X07557	79998	71205575	71212629	7055	+	0	overlapStart	0	ANKRD53
chr2	71502722	71502764	43	*	X07559	27332	71503723	71662191	158469	+	958	upstream	958	ZNF638
chr2	71504001	71504039	39	*	X07560	27332	71503723	71662191	158469	+	0	inside	277	ZNF638
chr2	71679483	71679648	166	*	X07561	8291	71680753	71913893	233141	+	1104	upstream	1104	DYSF
chr2	72375082	72375124	43	*	X07575	56603	72356367	72374991	18625	-	90	upstream	90	CYP26B1
chr2	72375825	72375904	80	*	X07576	56603	72356367	72374991	18625	-	833	upstream	833	CYP26B1
chr2	72376023	72376172	150	*	X07577	56603	72356367	72374991	18625	-	1031	upstream	1031	CYP26B1
chr2	72376194	72376268	75	*	X07578	56603	72356367	72374991	18625	-	1202	upstream	1202	CYP26B1
chr2	72376584	72376733	150	*	X07579	56603	72356367	72374991	18625	-	1592	upstream	1592	CYP26B1
chr2	73429536	73429685	150	*	X07592	344022	73429386	73438340	8955	+	0	inside	149	NOTO
chr2	73520498	73520557	60	*	X07596	1961	73518057	73520829	2773	-	0	inside	271	EGR4
chr2	73965631	73965765	135	*	X07597	51002	73956957	73964517	7561	-	1113	upstream	1113	TPRKB
chr2	74730928	74731047	120	*	X07599	85474	74724644	74730443	5800	-	484	upstream	484	LBX2
chr2	74731558	74731677	120	*	X07600	85474	74724644	74730443	5800	-	1114	upstream	1114	LBX2
chr2	74735736	74735855	120	*	X07601	84759	74732170	74734821	2652	-	914	upstream	914	PCGF1
chr2	74736523	74736568	46	*	X07602	84759	74732170	74734821	2652	-	1701	upstream	1701	PCGF1
chr2	75428359	75428378	20	*	X07609	6869	75273590	75426645	153056	-	1713	upstream	1713	TACR1
chr2	75428450	75428463	14	*	X07610	6869	75273590	75426645	153056	-	1804	upstream	1804	TACR1
chr2	80532050	80532129	80	*	X07618	347730	80515481	80531487	16007	-	562	upstream	562	LRRTM1
chr2	85108244	85108280	37	*	X07623	129293	85048791	85108369	59579	-	0	inside	88	TRABD2A
chr2	85108337	85108378	42	*	X07624	129293	85048791	85108369	59579	-	0	overlapStart	0	TRABD2A
chr2	85979482	85979601	120	*	X07627	84913	85980909	86018506	37598	+	1307	upstream	1307	ATOH8
chr2	87035369	87035503	135	*	X07636	925	87011728	87035519	23792	-	0	inside	15	CD8A
chr2	95689452	95689601	150	*	X07642	4118	95691400	95719737	28338	+	1798	upstream	1798	MAL
chr2	95690637	95690726	90	*	X07643	4118	95691400	95719737	28338	+	673	upstream	673	MAL
chr2	95691342	95691343	2	*	X07644	4118	95691400	95719737	28338	+	56	upstream	56	MAL
chr2	95691440	95691446	7	*	X07645	4118	95691400	95719737	28338	+	0	inside	39	MAL
chr2	95691657	95691851	195	*	X07646	4118	95691400	95719737	28338	+	0	inside	256	MAL
chr2	96783164	96783302	139	*	X07656	151	96778623	96781888	3266	-	1275	upstream	1275	ADRA2B
chr2	96783873	96783977	105	*	X07657	151	96778623	96781888	3266	-	1984	upstream	1984	ADRA2B
chr2	96811297	96811584	288	*	X07660	1844	96808908	96811179	2272	-	117	upstream	117	DUSP2
chr2	96811690	96811779	90	*	X07661	1844	96808908	96811179	2272	-	510	upstream	510	DUSP2
chr2	96989068	96989157	90	*	X07662	150771	96991062	96994091	3030	+	1904	upstream	1904	ITPRIPL1
chr2	96990628	96990762	135	*	X07663	150771	96991062	96994091	3030	+	299	upstream	299	ITPRIPL1
chr2	96991018	96991065	48	*	X07664	150771	96991062	96994091	3030	+	0	overlapStart	0	ITPRIPL1
chr2	97174636	97174740	105	*	X07665	93082	97163383	97173846	10464	-	789	upstream	789	NEURL3
chr2	97202693	97202788	96	*	X07666	10865	97202464	97218371	15908	+	0	inside	228	ARID5A
chr2	98960537	98960656	120	*	X07669	1261	98962618	99015064	52447	+	1961	upstream	1961	CNGA3
chr2	101435858	101435947	90	*	X07680	4862	101436613	101613287	176675	+	665	upstream	665	NPAS2
chr2	101436487	101436606	120	*	X07681	4862	101436613	101613287	176675	+	6	upstream	6	NPAS2
chr2	102803556	102803660	105	*	X07683	8808	102803433	102855811	52379	+	0	inside	122	IL1RL2
chr2	105468085	105468262	178	*	X07694	100506421	105421883	105467934	46052	-	150	upstream	150	PANTR1
chr2	105470048	105470167	120	*	X07695	5455	105471969	105473471	1503	+	1801	upstream	1801	POU3F3
chr2	106681665	106681844	180	*	X07707	84417	106682113	106694609	12497	+	268	upstream	268	ECRG4
chr2	107503789	107503893	105	*	X07709	84620	107418056	107503563	85508	-	225	upstream	225	ST6GAL2
chr2	107504194	107504343	150	*	X07710	84620	107418056	107503563	85508	-	630	upstream	630	ST6GAL2
chr2	108602741	108602860	120	*	X07711	60482	108602995	108630443	27449	+	134	upstream	134	SLC5A7
chr2	108603084	108603160	77	*	X07712	60482	108602995	108630443	27449	+	0	inside	88	SLC5A7
chr2	109746593	109746697	105	*	X07717	100287216	109743784	109746575	2792	-	17	upstream	17	SH3RF3-AS1
chr2	110373526	110373645	120	*	X07718	151011	110300374	110371783	71410	-	1742	upstream	1742	SEPTIN10
chr2	111877455	111877574	120	*	X07721	10018	111878491	111926022	47532	+	916	upstream	916	BCL2L11
chr2	112896027	112896131	105	*	X07722	129804	112895962	112945791	49830	+	0	inside	64	FBLN7
chr2	112896237	112896926	690	*	X07723	129804	112895962	112945791	49830	+	0	inside	274	FBLN7
chr2	113238155	113238217	63	*	X07727	150465	113239743	113290222	50480	+	1525	upstream	1525	TTL
chr2	115919731	115919748	18	*	X07738	389023	115901625	115918920	17296	-	810	upstream	810	DPP10-AS1
chr2	115920168	115920182	15	*	X07739	389023	115901625	115918920	17296	-	1247	upstream	1247	DPP10-AS1
chr2	115920476	115920595	120	*	X07740	389023	115901625	115918920	17296	-	1555	upstream	1555	DPP10-AS1
chr2	121101720	121101839	120	*	X07759	3625	121103719	121109383	5665	+	1879	upstream	1879	INHBB
chr2	121102275	121102556	282	*	X07760	3625	121103719	121109383	5665	+	1162	upstream	1162	INHBB
chr2	124781784	124781873	90	*	X07787	129684	124782864	125672863	890000	+	990	upstream	990	CNTNAP5
chr2	124783104	124783223	120	*	X07788	129684	124782864	125672863	890000	+	0	inside	239	CNTNAP5
chr2	128174265	128174384	120	*	X07793	5624	128175996	128186822	10827	+	1611	upstream	1611	PROC
chr2	128174393	128174527	135	*	X07794	5624	128175996	128186822	10827	+	1468	upstream	1468	PROC
chr2	128175443	128175562	120	*	X07795	5624	128175996	128186822	10827	+	433	upstream	433	PROC
chr2	131112045	131112149	105	*	X07807	26469	131113580	131132982	19403	+	1430	upstream	1430	PTPN18
chr2	131512942	131513106	165	*	X07809	205147	131513077	131525707	12631	+	0	overlapStart	0	AMER3
chr2	133428775	133428894	120	*	X07826	116372	133402337	133429070	26734	-	0	inside	175	LYPD1
chr2	133430455	133430559	105	*	X07827	116372	133402337	133429070	26734	-	1384	upstream	1384	LYPD1
chr2	136875344	136875478	135	*	X07834	7852	136871919	136875725	3807	-	0	inside	246	CXCR4
chr2	136875774	136875784	11	*	X07835	7852	136871919	136875725	3807	-	48	upstream	48	CXCR4
chr2	136876779	136877053	275	*	X07836	7852	136871919	136875725	3807	-	1053	upstream	1053	CXCR4
chr2	137521873	137521962	90	*	X07839	80731	137523115	138435287	912173	+	1152	upstream	1152	THSD7B
chr2	137523011	137523102	92	*	X07840	80731	137523115	138435287	912173	+	12	upstream	12	THSD7B
chr2	139538029	139538068	40	*	X07842	11249	139426727	139537811	111085	-	217	upstream	217	NXPH2
chr2	139538504	139538758	255	*	X07843	11249	139426727	139537811	111085	-	692	upstream	692	NXPH2
chr2	145275310	145275684	375	*	X07850	100303491	145277181	145278465	1285	+	1496	upstream	1496	ZEB2-AS1
chr2	145276750	145276824	75	*	X07851	100303491	145277181	145278465	1285	+	356	upstream	356	ZEB2-AS1
chr2	145277920	145277978	59	*	X07852	9839	145141942	145277958	136017	-	0	overlapStart	0	ZEB2
chr2	145279506	145279610	105	*	X07853	9839	145141942	145277958	136017	-	1547	upstream	1547	ZEB2
chr2	145279615	145279734	120	*	X07854	9839	145141942	145277958	136017	-	1656	upstream	1656	ZEB2
chr2	152955809	152955928	120	*	X07861	785	152689286	152955593	266308	-	215	upstream	215	CACNB4
chr2	155554741	155554875	135	*	X07865	3760	155555093	155714864	159772	+	217	upstream	217	KCNJ3
chr2	155555075	155555209	135	*	X07866	3760	155555093	155714864	159772	+	0	overlapStart	0	KCNJ3
chr2	160654691	160654855	165	*	X07886	9936	160625139	160654766	29628	-	0	overlapStart	0	CD302
chr2	160656371	160656475	105	*	X07887	9936	160625139	160654766	29628	-	1604	upstream	1604	CD302
chr2	160919883	160920032	150	*	X07890	22925	160797260	160919126	121867	-	756	upstream	756	PLA2R1
chr2	163696505	163696624	120	*	X07901	90134	163227917	163695257	467341	-	1247	upstream	1247	KCNH7
chr2	170219012	170219116	105	*	X07904	4036	169983619	170219122	235504	-	0	inside	5	LRP2
chr2	171571485	171571574	90	*	X07909	389058	171571857	171574498	2642	+	282	upstream	282	SP5
chr2	171571485	171571574	90	*	X07909	440925	171568949	171571077	2129	-	407	upstream	407	LINC01124
chr2	171571959	171571994	36	*	X07910	389058	171571857	171574498	2642	+	0	inside	101	SP5
chr2	171571959	171571994	36	*	X07910	440925	171568949	171571077	2129	-	881	upstream	881	LINC01124
chr2	171572400	171572504	105	*	X07911	440925	171568949	171571077	2129	-	1322	upstream	1322	LINC01124
chr2	171572715	171572792	78	*	X07912	440925	171568949	171571077	2129	-	1637	upstream	1637	LINC01124
chr2	171672998	171673117	120	*	X07916	2571	171673200	171717659	44460	+	82	upstream	82	GAD1
chr2	171673242	171673270	29	*	X07917	2571	171673200	171717659	44460	+	0	inside	41	GAD1
chr2	171673348	171673376	29	*	X07918	2571	171673200	171717659	44460	+	0	inside	147	GAD1
chr2	172948986	172949075	90	*	X07936	1745	172950208	172954401	4194	+	1132	upstream	1132	DLX1
chr2	173599865	173599999	135	*	X07953	11069	173600525	173917620	317096	+	525	upstream	525	RAPGEF4
chr2	173601159	173601248	90	*	X07954	91149	173587918	173600934	13017	-	224	upstream	224	RAPGEF4-AS1
chr2	175197834	175197911	78	*	X07960	100131390	175199821	175202268	2448	+	1909	upstream	1909	SP9
chr2	175199382	175199415	34	*	X07961	100131390	175199821	175202268	2448	+	405	upstream	405	SP9
chr2	175548819	175548953	135	*	X07969	7456	175424302	175547627	123326	-	1191	upstream	1191	WIPF1
chr2	176957375	176957389	15	*	X07972	3239	176957532	176960666	3135	+	142	upstream	142	HOXD13
chr2	176992344	176992463	120	*	X07974	3234	176994422	176997423	3002	+	1958	upstream	1958	HOXD8
chr2	176994595	176994638	44	*	X07975	3234	176994422	176997423	3002	+	0	inside	172	HOXD8
chr2	177002154	177002273	120	*	X07978	100506783	176999569	177001826	2258	-	327	upstream	327	HOXD-AS2
chr2	177052953	177053087	135	*	X07984	3231	177053307	177055635	2329	+	219	upstream	219	HOXD1
chr2	179058220	179058339	120	*	X07987	114880	179059208	179264160	204953	+	868	upstream	868	OSBPL6
chr2	182547007	182547111	105	*	X07993	375298	182401401	182545392	143992	-	1614	upstream	1614	CERKL
chr2	182547007	182547111	105	*	X07993	4760	182540833	182545392	4560	-	1614	upstream	1614	NEUROD1
chr2	183731713	183731802	90	*	X07996	2487	183698005	183731498	33494	-	214	upstream	214	FRZB
chr2	183732029	183732208	180	*	X07997	2487	183698005	183731498	33494	-	530	upstream	530	FRZB
chr2	185462232	185462336	105	*	X07999	91752	185463093	185804214	341122	+	756	upstream	756	ZNF804A
chr2	185462697	185462801	105	*	X08000	91752	185463093	185804214	341122	+	291	upstream	291	ZNF804A
chr2	190449557	190449661	105	*	X08002	30061	190425316	190448484	23169	-	1072	upstream	1072	SLC40A1
chr2	197458741	197458875	135	*	X08006	57520	197063977	197457335	393359	-	1405	upstream	1405	HECW2
chr2	198652332	198652466	135	*	X08008	66037	198591603	198650938	59336	-	1393	upstream	1393	BOLL
chr2	200332419	200332485	67	*	X08015	150538	200332821	200337481	4661	+	335	upstream	335	SATB2-AS1
chr2	200335951	200336062	112	*	X08016	23314	200134223	200335989	201767	-	0	overlapStart	0	SATB2
chr2	210635667	210635775	109	*	X08027	285175	210636717	210864024	227308	+	941	upstream	941	UNC80
chr2	213403716	213403835	120	*	X08032	2066	212240442	213403352	1162911	-	363	upstream	363	ERBB4
chr2	213403900	213404000	101	*	X08033	2066	212240442	213403352	1162911	-	547	upstream	547	ERBB4
chr2	217497197	217497301	105	*	X08038	3485	217498127	217529158	31032	+	825	upstream	825	IGFBP2
chr2	217497452	217497586	135	*	X08039	3485	217498127	217529158	31032	+	540	upstream	540	IGFBP2
chr2	218898071	218898145	75	*	X08053	285180	218899657	218955304	55648	+	1511	upstream	1511	RUFY4
chr2	218898671	218898775	105	*	X08054	285180	218899657	218955304	55648	+	881	upstream	881	RUFY4
chr2	218899317	218899376	60	*	X08055	285180	218899657	218955304	55648	+	280	upstream	280	RUFY4
chr2	219261838	219261927	90	*	X08059	58190	219263061	219270664	7604	+	1133	upstream	1133	CTDSP1
chr2	219263124	219263258	135	*	X08060	58190	219263061	219270664	7604	+	0	inside	62	CTDSP1
chr2	219722574	219722693	120	*	X08070	7475	219724546	219738954	14409	+	1852	upstream	1852	WNT6
chr2	219722863	219722967	105	*	X08071	7475	219724546	219738954	14409	+	1578	upstream	1578	WNT6
chr2	219723988	219724257	270	*	X08072	7475	219724546	219738954	14409	+	288	upstream	288	WNT6
chr2	219743713	219743779	67	*	X08076	80326	219745255	219758651	13397	+	1475	upstream	1475	WNT10A
chr2	219744853	219744942	90	*	X08077	80326	219745255	219758651	13397	+	312	upstream	312	WNT10A
chr2	219745179	219745283	105	*	X08078	80326	219745255	219758651	13397	+	0	overlapStart	0	WNT10A
chr2	219850517	219850745	229	*	X08097	54738	219845809	219850379	4571	-	137	upstream	137	FEV
chr2	219859497	219859558	62	*	X08098	1412	219854912	219858127	3216	-	1369	upstream	1369	CRYBA2
chr2	219859619	219859723	105	*	X08099	1412	219854912	219858127	3216	-	1491	upstream	1491	CRYBA2
chr2	219864929	219865033	105	*	X08106	100129175	219866937	219880444	13508	+	1903	upstream	1903	LOC100129175
chr2	219866496	219866675	180	*	X08107	100129175	219866937	219880444	13508	+	261	upstream	261	LOC100129175
chr2	219866496	219866675	180	*	X08107	494324	219866367	219866430	64	-	65	upstream	65	MIR375
chr2	219868271	219868390	120	*	X08108	494324	219866367	219866430	64	-	1840	upstream	1840	MIR375
chr2	219924102	219924236	135	*	X08113	100422957	219923410	219923472	63	-	629	upstream	629	MIR3131
chr2	219924801	219924905	105	*	X08114	100422957	219923410	219923472	63	-	1328	upstream	1328	MIR3131
chr2	219927207	219927296	90	*	X08115	3549	219919142	219925238	6097	-	1968	upstream	1968	IHH
chr2	220117195	220117299	105	*	X08116	80086	220117965	220136910	18946	+	665	upstream	665	TUBA4B
chr2	220282440	220282617	178	*	X08123	1674	220283099	220291461	8363	+	481	upstream	481	DES
chr2	220282723	220282842	120	*	X08124	1674	220283099	220291461	8363	+	256	upstream	256	DES
chr2	220362639	220362773	135	*	X08140	29926	220363587	220371718	8132	+	813	upstream	813	GMPPA
chr2	220363211	220363247	37	*	X08141	29926	220363587	220371718	8132	+	339	upstream	339	GMPPA
chr2	220377339	220377413	75	*	X08142	55515	220378892	220403494	24603	+	1478	upstream	1478	ASIC4
chr2	220377812	220378216	405	*	X08143	55515	220378892	220403494	24603	+	675	upstream	675	ASIC4
chr2	220491995	220492113	119	*	X08149	6508	220492292	220506702	14411	+	178	upstream	178	SLC4A3
chr2	222436657	222436731	75	*	X08155	2043	222282747	222437010	154264	-	0	inside	278	EPHA4
chr2	223288958	223289077	120	*	X08164	130367	223289322	223423617	134296	+	244	upstream	244	SGPP2
chr2	223535416	223535580	165	*	X08167	116255	223536457	223574649	38193	+	876	upstream	876	MOGAT1
chr2	225907583	225907596	14	*	X08169	55619	225629807	225907330	277524	-	252	upstream	252	DOCK10
chr2	228028270	228028284	15	*	X08170	1285	228029281	228179508	150228	+	996	upstream	996	COL4A3
chr2	228028550	228028639	90	*	X08171	1285	228029281	228179508	150228	+	641	upstream	641	COL4A3
chr2	228028910	228029074	165	*	X08172	1285	228029281	228179508	150228	+	206	upstream	206	COL4A3
chr2	228028910	228029074	165	*	X08172	1286	227867427	228029275	161849	-	0	inside	200	COL4A4
chr2	228029174	228029323	150	*	X08173	1285	228029281	228179508	150228	+	0	overlapStart	0	COL4A3
chr2	228029174	228029323	150	*	X08173	1286	227867427	228029275	161849	-	0	overlapStart	0	COL4A4
chr2	229048357	229048377	21	*	X08177	80309	228844670	229046361	201692	-	1995	upstream	1995	SPHKAP
chr2	231901742	231901846	105	*	X08185	257407	231902281	231914427	12147	+	434	upstream	434	C2orf72
chr2	232394894	232395028	135	*	X08189	10316	232387871	232395182	7312	-	0	inside	153	NMUR1
chr2	232791143	232791262	120	*	X08190	4880	232786805	232791038	4234	-	104	upstream	104	NPPC
chr2	232791646	232791795	150	*	X08191	4880	232786805	232791038	4234	-	607	upstream	607	NPPC
chr2	233252466	233252735	270	*	X08196	347694	233250460	233251754	1295	-	711	upstream	711	ECEL1P2
chr2	233252770	233252964	195	*	X08197	347694	233250460	233251754	1295	-	1015	upstream	1015	ECEL1P2
chr2	233353925	233354029	105	*	X08206	9427	233344537	233352532	7996	-	1392	upstream	1392	ECEL1
chr2	233354174	233354314	141	*	X08207	9427	233344537	233352532	7996	-	1641	upstream	1641	ECEL1
chr2	233388839	233388973	135	*	X08212	1144	233390870	233401375	10506	+	1896	upstream	1896	CHRND
chr2	233389740	233389977	238	*	X08213	1144	233390870	233401375	10506	+	892	upstream	892	CHRND
chr2	238394972	238395076	105	*	X08237	79083	238395053	238463961	68909	+	0	overlapStart	0	MLPH
chr2	238535155	238535289	135	*	X08239	9208	238536224	238690290	154067	+	934	upstream	934	LRRFIP1
chr2	238535635	238535874	240	*	X08240	9208	238536224	238690290	154067	+	349	upstream	349	LRRFIP1
chr2	238536010	238536017	8	*	X08241	9208	238536224	238690290	154067	+	206	upstream	206	LRRFIP1
chr2	239756453	239756611	159	*	X08253	117581	239756673	239832237	75565	+	61	upstream	61	TWIST2
chr2	241393470	241393634	165	*	X08258	406941	241395418	241395506	89	+	1783	upstream	1783	MIR149
chr2	241394370	241394579	210	*	X08259	406941	241395418	241395506	89	+	838	upstream	838	MIR149
chr2	241394820	241394939	120	*	X08260	406941	241395418	241395506	89	+	478	upstream	478	MIR149
chr2	241395045	241395164	120	*	X08261	406941	241395418	241395506	89	+	253	upstream	253	MIR149
chr2	241395948	241396028	81	*	X08262	100130449	241388836	241396117	7282	-	0	inside	88	LOC100130449
chr2	241507699	241507709	11	*	X08263	57140	241508004	241518149	10146	+	294	upstream	294	RNPEPL1
chr20	590622	590698	77	*	X08288	6939	584637	590910	6274	-	0	inside	211	TCF15
chr20	656645	656749	105	*	X08293	140809	627268	656823	29556	-	0	inside	73	SRXN1
chr20	656645	656749	105	*	X08293	85508	642240	656823	14584	-	0	inside	73	SCRT2
chr20	656990	657064	75	*	X08294	140809	627268	656823	29556	-	166	upstream	166	SRXN1
chr20	656990	657064	75	*	X08294	85508	642240	656823	14584	-	166	upstream	166	SCRT2
chr20	657425	657514	90	*	X08295	140809	627268	656823	29556	-	601	upstream	601	SRXN1
chr20	657425	657514	90	*	X08295	85508	642240	656823	14584	-	601	upstream	601	SCRT2
chr20	1164996	1165100	105	*	X08301	55321	1161215	1165117	3903	-	0	inside	16	TMEM74B
chr20	1207023	1207247	225	*	X08302	642636	1206764	1235145	28382	+	0	inside	258	RAD21L1
chr20	1873240	1873434	195	*	X08305	140885	1874813	1920540	45728	+	1378	upstream	1378	SIRPA
chr20	1874395	1874634	240	*	X08306	140885	1874813	1920540	45728	+	178	upstream	178	SIRPA
chr20	2505390	2505441	52	*	X08312	79175	2462467	2505165	42699	-	224	upstream	224	ZNF343
chr20	2505697	2505951	255	*	X08313	79175	2462467	2505165	42699	-	531	upstream	531	ZNF343
chr20	2673120	2673239	120	*	X08316	57593	2673524	2740754	67231	+	284	upstream	284	EBF4
chr20	2783230	2783334	105	*	X08329	56265	2774715	2781292	6578	-	1937	upstream	1937	CPXM1
chr20	3051848	3052047	200	*	X08339	5020	3052266	3053162	897	+	218	upstream	218	OXT
chr20	3052468	3052602	135	*	X08340	5020	3052266	3053162	897	+	0	inside	201	OXT
chr20	3662230	3662551	322	*	X08353	80332	3648618	3662738	14121	-	0	inside	186	ADAM33
chr20	3662687	3662821	135	*	X08354	80332	3648618	3662738	14121	-	0	overlapStart	0	ADAM33
chr20	3712825	3713063	239	*	X08355	116835	3713317	3733758	20442	+	253	upstream	253	HSPA12B
chr20	3713393	3713529	137	*	X08356	116835	3713317	3733758	20442	+	0	inside	75	HSPA12B
chr20	4230102	4230236	135	*	X08367	146	4201278	4229659	28382	-	442	upstream	442	ADRA1D
chr20	4230701	4230865	165	*	X08368	146	4201278	4229659	28382	-	1041	upstream	1041	ADRA1D
chr20	4231616	4231640	25	*	X08369	146	4201278	4229659	28382	-	1956	upstream	1956	ADRA1D
chr20	6748910	6748984	75	*	X08376	650	6748745	6760910	12166	+	0	inside	164	BMP2
chr20	10197889	10197933	45	*	X08386	6616	10199477	10288066	88590	+	1543	upstream	1543	SNAP25
chr20	10197977	10198081	105	*	X08387	6616	10199477	10288066	88590	+	1395	upstream	1395	SNAP25
chr20	10198129	10198248	120	*	X08388	6616	10199477	10288066	88590	+	1228	upstream	1228	SNAP25
chr20	13200750	13200914	165	*	X08393	140862	13202418	13281297	78880	+	1503	upstream	1503	ISM1
chr20	13201457	13201576	120	*	X08394	140862	13202418	13281297	78880	+	841	upstream	841	ISM1
chr20	13201802	13201921	120	*	X08395	140862	13202418	13281297	78880	+	496	upstream	496	ISM1
chr20	13976870	13976959	90	*	X08397	80343	13830044	13975979	145936	-	890	upstream	890	SEL1L2
chr20	19191927	19192001	75	*	X08406	57419	19193290	19703541	510252	+	1288	upstream	1288	SLC24A3
chr20	19192677	19192811	135	*	X08407	57419	19193290	19703541	510252	+	478	upstream	478	SLC24A3
chr20	20347301	20347420	120	*	X08414	3642	20348765	20351592	2828	+	1344	upstream	1344	INSM1
chr20	20347784	20347903	120	*	X08415	3642	20348765	20351592	2828	+	861	upstream	861	INSM1
chr20	20348129	20348218	90	*	X08416	3642	20348765	20351592	2828	+	546	upstream	546	INSM1
chr20	21378233	21378323	91	*	X08425	644524	21376005	21378047	2043	-	185	upstream	185	NKX2-4
chr20	21684277	21684381	105	*	X08436	5075	21686297	21699124	12828	+	1915	upstream	1915	PAX1
chr20	21684901	21685050	150	*	X08437	5075	21686297	21699124	12828	+	1246	upstream	1246	PAX1
chr20	21686116	21686124	9	*	X08438	5075	21686297	21699124	12828	+	172	upstream	172	PAX1
chr20	21686211	21686295	85	*	X08439	5075	21686297	21699124	12828	+	1	upstream	1	PAX1
chr20	22559677	22559781	105	*	X08455	140828	22541192	22559280	18089	-	396	upstream	396	LINC00261
chr20	22560233	22560306	74	*	X08456	140828	22541192	22559280	18089	-	952	upstream	952	LINC00261
chr20	22566199	22566303	105	*	X08459	3170	22561642	22566101	4460	-	97	upstream	97	FOXA2
chr20	23014615	23014749	135	*	X08460	6754	23016057	23017314	1258	+	1307	upstream	1307	SSTR4
chr20	23015795	23015890	96	*	X08461	6754	23016057	23017314	1258	+	166	upstream	166	SSTR4
chr20	23030900	23031064	165	*	X08464	7056	23026270	23030301	4032	-	598	upstream	598	THBD
chr20	23031110	23031214	105	*	X08465	7056	23026270	23030301	4032	-	808	upstream	808	THBD
chr20	23031350	23031484	135	*	X08466	7056	23026270	23030301	4032	-	1048	upstream	1048	THBD
chr20	23031884	23031934	51	*	X08467	7056	23026270	23030301	4032	-	1582	upstream	1582	THBD
chr20	23732812	23732924	113	*	X08468	1469	23728190	23731574	3385	-	1237	upstream	1237	CST1
chr20	23733114	23733248	135	*	X08469	1469	23728190	23731574	3385	-	1539	upstream	1539	CST1
chr20	24449685	24449799	115	*	X08473	79953	24449835	24647167	197333	+	35	upstream	35	SYNDIG1
chr20	25039607	25039608	2	*	X08480	84532	24986866	25038818	51953	-	788	upstream	788	ACSS1
chr20	25039684	25039741	58	*	X08481	84532	24986866	25038818	51953	-	865	upstream	865	ACSS1
chr20	25062828	25063022	195	*	X08483	30813	25051521	25063015	11495	-	0	overlapStart	0	VSX1
chr20	25063143	25063232	90	*	X08484	30813	25051521	25063015	11495	-	127	upstream	127	VSX1
chr20	25849628	25849747	120	*	X08492	728882	25744102	25848786	104685	-	841	upstream	841	FAM182B
chr20	26189673	26189792	120	*	X08493	284801	26167655	26189869	22215	-	0	inside	76	MIR663AHG
chr20	26189673	26189792	120	*	X08493	724033	26188822	26188914	93	-	758	upstream	758	MIR663A
chr20	30062984	30063103	120	*	X08494	28954	30063105	30072708	9604	+	1	upstream	1	REM1
chr20	30457567	30457671	105	*	X08503	164395	30458505	30532764	74260	+	833	upstream	833	TTLL9
